review_id,listing_id,date,reviewer_id,reviewer_name,review_rating,review_text,sentiment_label,is_review_text_mocked,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,mocked_listing_fields,most_similar_review,similarity_score
543005218,28613530,2019-10-07,25669707,Mohammed C.,3,"Decent stay overall. It served its purpose for our stay in Sydney. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,Firesale! Bargain Rental in Heart of Paddington,130322932,2017-05-14,"Sydney, New South Wales, Australia",within an hour,0.86,0.76,f,1.0,t,t,Woollahra,Woollahra District,Sydney,-33.88272,151.22533,Entire apartment,Entire place,4,2.0,"[""Garden or backyard"", ""Children\u2019s books and toys"", ""Bed linens"", ""Coffee maker"", ""Shampoo"", ""Hair dryer""]",300,2,1125,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,"host_response_time,host_response_rate,host_acceptance_rate,district","Decent stay overall. Some things could be improved, like cleanliness in the entire apartment. It served its purpose for our stay in Rome.",0.8809
658290864,42218232,2020-08-30,61622079,Hiro A.,1,We had a rough experience. The host was difficult to reach when we had issues. We had several issues during our stay that were never resolved.,negative,True,Appartement d'artiste dans le 14e avec 2 balcons,232316363,2018-12-25,"Paris, Ile-de-France, France",within a day,0.67,0.88,f,0.0,t,f,Observatoire,Observatoire District,Paris,48.82571,2.32443,Entire apartment,Entire place,4,1.0,"[""Iron"", ""Shampoo"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Dryer""]",60,2,28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,We had a rough experience. The host was difficult to reach when we had issues. We had several issues during our stay that were never resolved.,1.0
213908430,10711571,2017-11-23,126416186,Camille T.,3,Decent stay overall. The private room in apartment was fine but a little smaller than expected. Location in Sydney was convenient enough.,neutral,True,Private Room in Harbour Bridge View Apartment with Pool,28662970,2015-03-03,"Sydney, New South Wales, Australia",within an hour,1.0,0.92,t,1.0,t,f,Sydney,Sydney District,Sydney,-33.86865,151.18808,Private room in apartment,Private room,2,1.0,"[""Washer"", ""Iron"", ""Smoke alarm"", ""Full kitchen"", ""Room-darkening shades"", ""Air conditioning""]",111,1,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,t,district,Decent stay overall. The private room in apartment was fine but a little smaller than expected.,0.856
456657934,11287051,2019-05-22,11658892,Lucas G.,4,Wonderful experience. We would definitely book this private room in apartment again. Our superhost was super responsive and easy to communicate with. The place felt very cozy for 2 guests.,positive,True,Charming private room in the Latin Quarter,1718946,2012-02-08,"Paris, Ile-de-France, France",within a day,0.81,0.5,t,3.0,t,t,Pantheon,Pantheon District,Paris,48.85061,2.35093,Private room in apartment,Private room,2,1.0,"[""Pocket wifi"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers""]",75,2,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"host_response_time,host_response_rate,district",Wonderful experience. The place felt very cozy for 1 guests. The host was super responsive and easy to communicate with. We would definitely book this private room in apartment again.,0.9507
340320954,2632743,2018-10-23,19753504,Noor E.,2,Disappointing stay. Our superhost was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Rio de Janeiro. The entire loft was not as clean as the photos suggested.,negative,True,Loft in Ipanema with spectacular view  !,13482680,2014-03-24,"Tours, Centre-Val de Loire, France",within an hour,1.0,1.0,t,2.0,t,t,Ipanema,Ipanema District,Rio de Janeiro,-22.98266,-43.20005,Entire loft,Entire place,6,2.0,"[""Smoke alarm"", ""Elevator"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Washer"", ""Kitchen""]",513,3,1125,99.0,10.0,9.0,10.0,10.0,10.0,10.0,t,district,Disappointing stay. Check-in was confusing and delayed our arrival in Rio de Janeiro. We had several issues during our stay that were never resolved. The entire apartment was not as clean as the photos suggested.,0.8073
220623342,3120466,2017-12-23,54502682,James T.,5,Amazing stay! The entire apartment was spotless and exactly as described. We would definitely book this entire apartment again. Our superhost was super responsive and easy to communicate with.,positive,True,Cosy one bedroom for 4 people!,5916116,2013-04-14,"Paris, Ile-de-France, France",within an hour,0.74,1.0,t,1.0,t,t,Gobelins,Gobelins District,Paris,48.83251,2.3461,Entire apartment,Entire place,4,1.0,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Washer"", ""Dryer""]",110,4,30,99.0,10.0,9.0,10.0,10.0,10.0,10.0,f,"host_response_time,host_response_rate,district",Amazing stay! The entire apartment was spotless and exactly as described. Our superhost was super responsive and easy to communicate with.,0.9044
256203911,6279473,2018-04-22,58409817,Liam D.,1,Disappointing stay. Check-in was confusing and delayed our arrival in Rome. We had several issues during our stay that were never resolved. The location in XIII Aurelia was noisier than expected.,negative,True,Apartment Bernini-San Pietro,21126324,2014-09-09,"Rome, Lazio, Italy",within a day,0.56,1.0,f,2.0,t,t,XIII Aurelia,XIII Aurelia District,Rome,41.89503,12.44484,Entire apartment,Entire place,5,1.0,"[""Washer"", ""Dedicated workspace"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Iron""]",45,2,1125,95.0,10.0,10.0,10.0,10.0,9.0,10.0,t,"host_response_time,host_response_rate,district",Disappointing stay. The location in XIII Aurelia was noisier than expected. Check-in was confusing and delayed our arrival in Rome.,0.9489
488454528,24388172,2019-07-15,28975081,Nina A.,3,"Reasonable for a short trip. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,Nice Bosphorus view / minimalist studio,20138701,2014-08-17,"Istanbul, Turkey",within an hour,1.0,0.94,t,5.0,t,t,Beyoglu,Beyoglu District,Istanbul,41.03052,28.98659,Entire apartment,Entire place,2,1.0,"[""Lockbox"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Hangers"", ""Washer""]",184,3,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"district,bedrooms","Reasonable for a short trip. Some things could be improved, like cleanliness in the entire apartment.",1.0
422509858,22242996,2019-03-11,25613822,Aylin P.,3,Decent stay overall. It served its purpose for our stay in Paris. The host was polite but slow to respond a couple of times.,neutral,True,Beautiful 1 bedroom Paris 7th Seine Eiffel Tower,21630783,2014-09-22,"Paris, Ile-de-France, France",within a day,0.87,0.59,f,94.0,t,t,Palais-Bourbon,Palais-Bourbon District,Paris,48.85865,2.3006,Entire apartment,Entire place,3,1.0,"[""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Smoke alarm""]",240,2,35,95.0,10.0,10.0,9.0,10.0,10.0,10.0,f,district,Decent stay overall. It served its purpose for our stay in Paris. The host was polite but slow to respond a couple of times.,1.0
308977842,24818569,2018-08-17,58818934,Diego M.,1,We had a rough experience. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues.,negative,True,Splendid modern apartment near Montmartre - Professional Cleaning,187598729,2018-05-03,"Paris, Ile-de-France, France",within an hour,0.76,0.0,f,1.0,t,t,Buttes-Montmartre,Buttes-Montmartre District,Paris,48.88722,2.3283,Entire apartment,Entire place,4,1.0,"[""Shampoo"", ""Oven"", ""Heating"", ""Washer"", ""Dedicated workspace"", ""Smoke alarm""]",94,1,1125,87.0,9.0,8.0,9.0,9.0,10.0,9.0,f,"host_response_time,host_response_rate,district",We had a rough experience. The host was difficult to reach when we had issues. We had several issues during our stay that were never resolved.,1.0
11186226,1914231,2014-03-24,12647335,Diego D.,5,Couldn't have asked for more. The host was super responsive and easy to communicate with. We would definitely book this entire apartment again. The place felt very cozy for 4 guests.,positive,True,"Perfect Harlem, New York Retreat",9709235,2013-10-29,"New York, New York, United States",within an hour,0.78,0.85,f,1.0,t,f,Harlem,Manhattan,New York,40.81056,-73.943,Entire apartment,Entire place,4,1.0,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Air conditioning"", ""Free street parking""]",140,2,1125,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,,Couldn't have asked for more. We would definitely book this entire loft again. The host was super responsive and easy to communicate with. The place felt very cozy for 2 guests.,0.9224
64281069,4832350,2016-03-02,48773926,Chidi G.,1,Would not recommend. The location in XIII Aurelia was noisier than expected. We had several issues during our stay that were never resolved.,negative,True,Chic Vatican Apartment with Terrace and Jetted Tubs,24872726,2014-12-15,"Rome, Lazio, Italy",within a few hours,1.0,0.94,t,8.0,t,t,XIII Aurelia,XIII Aurelia District,Rome,41.89496,12.43331,Entire apartment,Entire place,14,5.0,"[""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Self check-in"", ""Fire extinguisher"", ""Iron""]",309,3,180,98.0,10.0,10.0,10.0,10.0,9.0,10.0,t,district,Not worth the price. The location in XIII Aurelia was noisier than expected. We had several issues during our stay that were never resolved.,0.8653
20114022,564447,2014-09-23,20616879,Wei V.,5,Exceeded our expectations! Check-in was smooth and the amenities were exactly what we needed. We would definitely book this entire apartment again.,positive,True,Great deal in Times Sq./HellÃ¢â¬â¢s Kitchen!!,2775674,2012-06-28,"New York, New York, United States",within an hour,1.0,0.71,t,1.0,t,t,Hell's Kitchen,Manhattan,New York,40.75767,-73.99034,Entire apartment,Entire place,2,1.0,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen""]",160,30,1125,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,,Exceeded our expectations! We would definitely book this entire apartment again. Check-in was smooth and the amenities were exactly what we needed.,1.0
515193730,36170286,2019-08-22,146579195,Priya K.,3,Reasonable for a short trip. The host was polite but slow to respond a couple of times.,neutral,True,2 piÃÂ¨ces (vue tour Eiffel) proche du Canal,61833413,2016-03-06,"Paris, Ile-de-France, France",within an hour,0.92,1.0,f,1.0,t,t,Buttes-Chaumont,Buttes-Chaumont District,Paris,48.88645,2.38832,Entire apartment,Entire place,2,1.0,"[""Bathtub"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Stove"", ""Iron"", ""Dedicated workspace""]",65,1,1125,93.0,9.0,10.0,10.0,10.0,10.0,9.0,t,"host_response_time,host_response_rate,district",Reasonable for a short trip. The host was polite but slow to respond a couple of times.,1.0
625195962,21087620,2020-05-18,221326177,Kenji S.,4,Perfect for our trip. Check-in was smooth and the amenities were exactly what we needed. We would definitely book this entire apartment again.,positive,True,4 *Ultra modern*Sydney*Entire 1.5 bedroom*Homebush,51166872,2015-12-12,"Sydney, New South Wales, Australia",within an hour,0.88,0.98,f,7.0,t,t,Auburn,Auburn District,Sydney,-33.84781,151.07372,Entire apartment,Entire place,4,2.0,"[""Patio or balcony"", ""Garden or backyard"", ""Lockbox"", ""Gym"", ""Bed linens"", ""Shampoo""]",85,1,1125,91.0,9.0,8.0,9.0,9.0,10.0,9.0,f,district,Perfect for our trip. We would definitely book this entire apartment again. Check-in was smooth and the amenities were exactly what we needed.,1.0
477447448,19075228,2019-06-28,404300,Sofia R.,3,Decent stay overall. The host was polite but slow to respond a couple of times.,neutral,True,STUDIO MONTMARTRE- SACRE COEUR Bail mobilite,5129301,2013-02-18,"Paris, Ile-de-France, France",within a few hours,0.8,1.0,f,1.0,t,t,Buttes-Montmartre,Buttes-Montmartre District,Paris,48.88713,2.34552,Entire apartment,Entire place,2,1.0,"[""Patio or balcony"", ""Essentials"", ""Air conditioning"", ""Stove"", ""Hot water"", ""Hangers""]",60,30,305,96.0,10.0,9.0,10.0,10.0,10.0,10.0,t,"district,bedrooms",Decent stay overall. The host was polite but slow to respond a couple of times.,1.0
242210426,6461789,2018-03-11,792428,James B.,1,Disappointing stay. Check-in was confusing and delayed our arrival in New York. The location in Gravesend was noisier than expected.,negative,True,"Cozy private room in Brooklyn, NYC.",33746505,2015-05-19,"New York, New York, United States",within an hour,0.87,0.74,t,1.0,t,t,Gravesend,Brooklyn,New York,40.6075,-73.96763,Private room in apartment,Private room,2,1.0,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen""]",55,1,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"host_response_time,host_response_rate,host_acceptance_rate",Disappointing stay. Check-in was confusing and delayed our arrival in New York. The location in Williamsburg was noisier than expected.,0.6391
290819863,17259012,2018-07-15,95530552,Priya C.,3,"Nothing special, but fine. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,New amazing apt 3 double rooms & 3 bathrooms,116340575,2017-02-14,"Rome, Lazio, Italy",within an hour,1.0,0.88,t,1.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.90761,12.46731,Entire apartment,Entire place,6,3.0,"[""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Iron""]",110,2,29,96.0,10.0,9.0,10.0,10.0,10.0,10.0,t,district,"Nothing special, but fine. Some things could be improved, like cleanliness in the entire apartment.",1.0
343669727,27744111,2018-11-01,20193628,Julia V.,3,"Nothing special, but fine. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,CHARMING STUDIO ILE ST LOUIS,208681757,2018-08-10,"Paris, Ile-de-France, France",within a few hours,0.83,0.5,f,1.0,t,t,Hotel-de-Ville,Hotel-de-Ville District,Paris,48.85281,2.35492,Entire apartment,Entire place,2,1.0,"[""Paid parking off premises"", ""Iron"", ""Children\u2019s books and toys"", ""Heating"", ""Washer"", ""Hair dryer""]",80,2,7,88.0,9.0,9.0,10.0,9.0,10.0,9.0,f,"host_response_time,host_response_rate,host_acceptance_rate,district,bedrooms","Nothing special, but fine. Some things could be improved, like cleanliness in the entire apartment.",1.0
50899600,8714311,2015-10-15,5797532,James L.,3,Reasonable for a short trip. The entire apartment was fine but a little smaller than expected.,neutral,True,MySuiteInRome - Trastevere Terrace,24059565,2014-11-23,"Rome, Lazio, Italy",within an hour,1.0,0.98,f,28.0,t,t,I Centro Storico,I Centro Storico District,Rome,41.89035,12.47316,Entire apartment,Entire place,2,1.0,"[""Dedicated workspace"", ""Microwave"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware""]",50,1,90,97.0,9.0,9.0,10.0,10.0,10.0,9.0,t,district,Reasonable for a short trip. The entire apartment was fine but a little smaller than expected.,1.0
635377623,28357436,2020-07-06,38552392,Elena J.,5,"Highly recommend this place! The host was super responsive and easy to communicate with. Great location in Popincourt, close to everything we needed in Paris. We would definitely book this shared room in apartment again.",positive,True,"Shared study in Paris,  only Women",89336647,2016-08-11,"Paris, Ile-de-France, France",within an hour,1.0,1.0,f,0.0,t,f,Popincourt,Popincourt District,Paris,48.86714,2.37737,Shared room in apartment,Shared room,1,1.0,"[""Elevator"", ""Dishes and silverware"", ""Hangers"", ""Stove"", ""Coffee maker"", ""Iron""]",26,1,28,95.0,9.0,9.0,10.0,10.0,10.0,10.0,t,district,"Highly recommend this place! We would definitely book this entire apartment again. The host was super responsive and easy to communicate with. Great location in Passy, close to everything we needed in Paris.",0.7029
45169463,6523409,2015-08-31,277445,Wei S.,4,"Perfect for our trip. Great location in Park Slope, close to everything we needed in New York. The host was super responsive and easy to communicate with.",positive,True,Large BR w/Private Ent & Living Rm!,2124716,2015-05-24,"New York, New York, United States",within a day,0.87,0.88,f,1.0,t,t,Park Slope,Brooklyn,New York,40.66923,-73.98134,Private room in apartment,Private room,2,1.0,"[""First aid kit"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Wifi"", ""Air conditioning""]",99,30,1125,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,"host_response_time,host_response_rate,host_acceptance_rate","Loved every minute of it. The host was super responsive and easy to communicate with. The place felt very cozy for 6 guests. Great location in Park Slope, close to everything we needed in New York.",0.7943
176462151,16351763,2017-07-31,6508422,Liam J.,1,We had a rough experience. Our superhost was difficult to reach when we had issues. The private room in house was not as clean as the photos suggested.,negative,True,The Cedar Room,28139201,2015-02-22,"New South Wales, Australia",within a day,0.7,1.0,t,2.0,t,t,Marrickville,Marrickville District,Sydney,-33.9033,151.14648,Private room in house,Private room,2,1.0,"[""Indoor fireplace"", ""Iron"", ""Free parking on premises"", ""Lockbox"", ""Essentials"", ""Kitchen""]",65,2,5,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,"host_response_time,host_response_rate,district",We had a rough experience. The private room in apartment was not as clean as the photos suggested. Our superhost was difficult to reach when we had issues. We had several issues during our stay that were never resolved.,0.8416
578978310,14872123,2019-12-19,305576585,Kenji K.,3,"Reasonable for a short trip. Some things could be improved, like cleanliness in the entire apartment.",neutral,True,COZY APARTMENT IN THE HEART OF IPANEMA,90822186,2016-08-19,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,1.0,0.83,t,1.0,t,t,Ipanema,Ipanema District,Rio de Janeiro,-22.98422,-43.19681,Entire apartment,Entire place,3,1.0,"[""Wine glasses"", ""Extra pillows and blankets"", ""Air conditioning"", ""Dining table"", ""Essentials"", ""Paid parking off premises""]",120,3,1125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,"Reasonable for a short trip. Some things could be improved, like cleanliness in the entire apartment.",1.0
716683527,43936942,2020-12-20,378885013,Julia F.,4,Amazing stay! Check-in was smooth and the amenities were exactly what we needed. We would definitely book this entire apartment again. The place felt very cozy for 2 guests.,positive,True,Studio in Old City Center - Orange 1st Floor,103481072,2016-11-12,"Istanbul, Istanbul, Turkey",within an hour,1.0,0.97,t,5.0,t,t,Fatih,Fatih District,Istanbul,41.00702,28.97274,Entire apartment,Entire place,2,1.0,"[""Keypad"", ""Hot water"", ""Hair dryer"", ""Shower gel"", ""Hangers"", ""Refrigerator""]",247,2,31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"district,bedrooms",Amazing stay! The place felt very cozy for 4 guests. Check-in was smooth and the amenities were exactly what we needed.,0.8869
222704096,20709531,2017-12-30,160404697,Mohammed F.,1,Below our expectations. The host was difficult to reach when we had issues. The location in Crown Heights was noisier than expected.,negative,True,Little room for a place to rest,124554019,2017-04-06,"Brooklyn, New York, United States",within an hour,0.67,1.0,f,2.0,t,t,Crown Heights,Brooklyn,New York,40.67217,-73.93524,Private room in apartment,Private room,2,1.0,"[""Smoke alarm"", ""Essentials"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Carbon monoxide alarm""]",55,2,1125,93.0,9.0,9.0,10.0,10.0,9.0,9.0,t,,Disappointing stay. The host was difficult to reach when we had issues. The location in Crown Heights was noisier than expected. Check-in was confusing and delayed our arrival in New York.,0.768
164201488,843733,2017-06-26,24220830,Nina G.,1,Disappointing stay. Our superhost was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Paris. We had several issues during our stay that were never resolved.,negative,True,Lovely room in the heart of Paris,4404727,2012-12-14,"Paris, Ile-de-France, France",within an hour,1.0,0.5,t,2.0,t,t,Temple,Temple District,Paris,48.86797,2.35536,Private room in apartment,Private room,2,1.0,"[""Extra pillows and blankets"", ""Heating"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer""]",45,3,21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,Disappointing stay. We had several issues during our stay that were never resolved. The host was difficult to reach when we had issues. Check-in was confusing and delayed our arrival in Paris.,0.9393
703093110,18259844,2020-10-23,234688431,Priya F.,3,"Reasonable for a short trip. Some things could be improved, like cleanliness in the private room in hostel.",neutral,True,New & Comfy Private Room for Single Traveler @TST,56949831,2016-02-01,Hong Kong,within an hour,1.0,0.99,t,30.0,t,t,Yau Tsim Mong,Yau Tsim Mong District,Hong Kong,22.29689,114.17101,Private room in hostel,Private room,1,1.0,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Dedicated workspace""]",150,2,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,"Reasonable for a short trip. Some things could be improved, like cleanliness in the private room.",0.855
615994951,39201748,2020-03-08,200699246,Julia G.,5,We had a fantastic time. Check-in was smooth and the amenities were exactly what we needed. Our superhost was super responsive and easy to communicate with.,positive,True,*PequeÃÂ±o y hermoso departamento*,154761371,2017-10-16,"Ensenada, Baja California, Mexico",within an hour,1.0,1.0,t,1.0,t,t,Tlalpan,Tlalpan District,Mexico City,19.28467,-99.23165,Entire apartment,Entire place,2,1.0,"[""TV"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Bed linens"", ""Shampoo"", ""Essentials""]",397,1,180,97.0,10.0,10.0,10.0,10.0,9.0,10.0,t,district,We had a fantastic time. The host was super responsive and easy to communicate with. Check-in was smooth and the amenities were exactly what we needed.,0.9385
115055994,3950182,2016-11-21,101450008,Marie E.,3,Decent stay overall. The entire apartment was fine but a little smaller than expected.,neutral,True,Bon vivant apartment,18822337,2014-07-24,"Mexico City, Federal District, Mexico",within a day,1.0,1.0,f,2.0,t,t,Cuauhtemoc,Cuauhtemoc District,Mexico City,19.45254,-99.16312,Entire apartment,Entire place,6,2.0,"[""Garden or backyard"", ""Dedicated workspace"", ""Dining table"", ""Children\u2019s dinnerware"", ""Dryer"", ""Mosquito net""]",1012,1,1125,95.0,10.0,10.0,10.0,10.0,9.0,10.0,f,district,Decent stay overall. The entire apartment was fine but a little smaller than expected.,1.0
20524574,3035328,2014-09-30,20080505,Tom H.,4,"Loved every minute of it. The place felt very cozy for 2 guests. We would definitely book this entire apartment again. Great location in Fatih, close to everything we needed in Istanbul.",positive,True,4 Studio Flats in Old City (1),14146652,2014-04-11,"Istanbul, Istanbul, Turkey",within an hour,1.0,1.0,f,9.0,t,t,Fatih,Fatih District,Istanbul,41.00763,28.96549,Entire apartment,Entire place,2,1.0,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Essentials"", ""Heating"", ""Hair dryer""]",160,2,31,89.0,9.0,9.0,9.0,9.0,10.0,9.0,t,"district,bedrooms","Loved every minute of it. The place felt very cozy for 2 guests. The entire apartment was spotless and exactly as described. Great location in Fatih, close to everything we needed in Istanbul.",0.8911
40350416,4746028,2015-07-30,12473721,Liam S.,1,Not worth the price. We had several issues during our stay that were never resolved. The location in Midtown was noisier than expected.,negative,True,Romantically Warm & Cozy Sanctuary,24454445,2014-12-03,"New York, New York, United States",within an hour,1.0,1.0,t,1.0,t,t,Midtown,Manhattan,New York,40.76062,-73.96795,Private room in apartment,Private room,4,1.0,"[""Lockbox"", ""Smoke alarm"", ""Essentials"", ""Dishes and silverware"", ""Washer"", ""Dryer""]",168,30,1125,98.0,10.0,10.0,10.0,10.0,10.0,10.0,t,,Not worth the price. We had several issues during our stay that were never resolved. The location in Midtown was noisier than expected. The host was difficult to reach when we had issues.,0.8988
504863467,35203979,2019-08-08,226487610,Marie F.,5,Perfect for our trip. We would definitely book this entire apartment again. Check-in was smooth and the amenities were exactly what we needed.,positive,True,Charmant appartement en plein coeur de Paris.,263825599,2019-05-24,"Paris, Ile-de-France, France",a few days or more,0.48,0.0,f,4.0,t,t,Vaugirard,Vaugirard District,Paris,48.8419,2.30524,Entire apartment,Entire place,3,2.0,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer""]",96,7,14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,"host_response_time,host_response_rate,district",Perfect for our trip. Check-in was smooth and the amenities were exactly what we needed. We would definitely book this entire apartment again.,1.0
621928770,28736904,2020-04-06,190381241,Diego W.,1,We had a rough experience. We had several issues during our stay that were never resolved. The location in Hell's Kitchen was noisier than expected. Check-in was confusing and delayed our arrival in New York.,negative,True,Modern 2 bedroom in Times sq for 4/5 ppl,4443863,2012-12-19,"Weehawken, New Jersey, United States",within an hour,1.0,0.99,t,2.0,t,t,Hell's Kitchen,Manhattan,New York,40.76572,-73.9889,Entire apartment,Entire place,5,2.0,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Coffee maker""]",142,2,21,96.0,10.0,9.0,10.0,10.0,10.0,10.0,t,,Not worth the price. The location in Hell's Kitchen was noisier than expected. The private room in apartment was not as clean as the photos suggested.,0.6021
300971976,26979872,2018-08-03,64891901,Nina L.,4,Perfect for our trip. The entire condominium was spotless and exactly as described. Our superhost was super responsive and easy to communicate with.,positive,True,Private Apartment in Newlands Village,27258680,2015-02-05,"Cape Town, Western Cape, South Africa",within an hour,1.0,0.94,t,5.0,t,t,Ward 59,Ward 59 District,Cape Town,-33.96924,18.45975,Entire condominium,Entire place,2,1.0,"[""Dryer"", ""Single level home"", ""Hair dryer"", ""Hot water"", ""Heating"", ""Wifi""]",850,1,1125,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,Perfect for our trip. Our superhost was super responsive and easy to communicate with. The entire apartment was spotless and exactly as described.,0.9001
312715086,19376775,2018-08-24,37255129,Julia G.,5,"We had a fantastic time. The place felt very cozy for 4 guests. The host was super responsive and easy to communicate with. Great location in I Centro Storico, close to everything we needed in Rome.",positive,True,Trastervere-Oretta MAMA'S HOME,4514906,2012-12-28,"Rome, Lazio, Italy",within a few hours,0.9,0.99,f,8.0,t,f,I Centro Storico,I Centro Storico District,Rome,41.89053,12.46889,Entire house,Entire place,4,1.0,"[""Dishwasher"", ""Oven"", ""Microwave"", ""Cooking basics"", ""Wifi"", ""Stove""]",49,2,30,93.0,10.0,9.0,10.0,10.0,10.0,9.0,t,district,"Perfect for our trip. Great location in I Centro Storico, close to everything we needed in Rome. The place felt very cozy for 4 guests. The host was super responsive and easy to communicate with.",0.8189
519292832,4427558,2019-08-28,237184538,Sofia F.,5,"Couldn't have asked for more. Check-in was smooth and the amenities were exactly what we needed. The host was super responsive and easy to communicate with. Great location in XIV Monte Mario, close to everything we needed in Rome.",positive,True,ROME Villa for Families-Group,15054369,2014-05-03,"Impruneta, Toscana, Italy",within an hour,0.75,1.0,f,2.0,t,t,XIV Monte Mario,XIV Monte Mario District,Rome,42.0073,12.36157,Entire villa,Entire place,16,5.0,"[""Dishwasher"", ""Lockbox"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Hangers""]",110,3,1125,98.0,10.0,9.0,10.0,10.0,9.0,10.0,f,district,Couldn't have asked for more. The host was super responsive and easy to communicate with. Check-in was smooth and the amenities were exactly what we needed.,0.6349
658656702,34072045,2020-08-30,129105184,Elena G.,3,"Nothing special, but fine. It served its purpose for our stay in New York. The room in hotel was fine but a little smaller than expected.",neutral,True,King Room City,259169672,2019-05-01,"New York, New York, United States",within an hour,0.99,0.94,f,8.0,t,t,Midtown,Manhattan,New York,40.74623,-73.98499,Room in hotel,Hotel room,2,1.0,"[""Refrigerator"", ""Shampoo"", ""Air conditioning"", ""Iron"", ""Hangers"", ""Smoke alarm""]",79,1,28,91.0,9.0,9.0,10.0,10.0,9.0,10.0,t,,"Nothing special, but fine. It served its purpose for our stay in New York.",0.7596
563548801,8262611,2019-11-13,17101976,Liam A.,5,"Amazing stay! Great location in Ward 54, close to everything we needed in Cape Town. The entire townhouse was spotless and exactly as described.",positive,True,Watch the Waves from a Sunny Rooftop Terrace.,43569683,2015-09-07,"Cape Town, Western Cape, South Africa",within an hour,1.0,0.91,t,5.0,t,t,Ward 54,Ward 54 District,Cape Town,-33.91582,18.39445,Entire townhouse,Entire place,4,2.0,"[""Hair dryer"", ""Air conditioning"", ""Coffee maker"", ""Iron"", ""Beach essentials"", ""Heating""]",1352,3,1125,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,district,An average experience. It served its purpose for our stay in Cape Town. Location in Ward 54 was convenient enough.,0.593
